,E_NS,E_S,H_NS,H_S,M_NS,M_S
61,13.0,2.1,41.699999999999996,3.1,25.6,14.499999999999998
62,12.8,2.0,40.9,3.4000000000000004,26.400000000000002,14.499999999999998
63,12.4,2.0,40.6,3.3000000000000003,26.8,14.899999999999999
64,11.799999999999999,1.7999999999999998,40.0,3.8,27.200000000000003,15.4
65,11.600000000000001,1.7999999999999998,39.4,3.5999999999999996,27.900000000000002,15.7
66,11.4,1.9,38.5,3.6999999999999997,28.599999999999998,15.9
67,10.9,2.1,38.3,3.4000000000000004,29.4,15.9
68,10.5,2.3,37.5,3.3000000000000003,30.3,16.1
69,10.100000000000001,2.1999999999999997,37.8,3.0,30.599999999999998,16.3
70,9.6,2.0,37.7,3.2,31.1,16.400000000000002
71,9.5,1.4000000000000001,37.8,3.2,31.5,16.6
72,9.4,1.4000000000000001,36.8,2.8000000000000003,32.6,17.0
73,9.2,1.2,36.199999999999996,3.1,33.0,17.299999999999997
74,8.6,1.6,35.8,3.2,33.5,17.299999999999997
75,8.5,1.4000000000000001,35.199999999999996,3.2,34.4,17.299999999999997
76,8.0,1.4000000000000001,35.099999999999994,3.2,34.8,17.5
77,7.8,1.2,34.599999999999994,3.2,35.3,17.9
78,7.7,1.0999999999999999,33.7,3.4000000000000004,36.1,18.0
79,7.5,0.8999999999999999,33.800000000000004,2.9000000000000004,36.6,18.3
80,7.3,0.8999999999999999,33.6,2.7,37.0,18.5
81,7.1,0.8999999999999999,33.5,2.7,36.7,19.1
82,6.9,0.8999999999999999,33.2,2.6,36.9,19.5
83,6.9,0.8999999999999999,32.7,2.5,37.0,20.0
84,6.800000000000001,0.8,32.300000000000004,2.4,37.9,19.8
85,6.5,0.8999999999999999,31.900000000000002,2.5,38.3,19.900000000000002
86,6.2,1.0999999999999999,32.1,2.1999999999999997,38.6,19.8
87,6.2,0.8999999999999999,31.5,2.3,38.9,20.200000000000003
88,6.1,0.8,30.9,2.3,39.800000000000004,20.1
89,6.0,0.8,30.3,2.1999999999999997,40.400000000000006,20.3
90,6.0,0.7000000000000001,29.599999999999998,2.3,40.8,20.599999999999998
91,6.0,0.6,29.5,2.3,40.8,20.8
92,5.800000000000001,0.5,29.2,2.3,40.9,21.3
93,5.6000000000000005,0.5,28.799999999999997,2.3,41.4,21.4
94,5.6000000000000005,0.4,28.299999999999997,2.1999999999999997,41.699999999999996,21.8
95,5.5,0.5,27.6,2.1999999999999997,41.8,22.400000000000002
96,5.4,0.5,27.500000000000004,1.9,42.199999999999996,22.5
97,5.4,0.5,27.200000000000003,1.6,42.4,22.900000000000002
98,5.2,0.5,26.8,1.7000000000000002,42.6,23.200000000000003
99,5.1,0.5,26.3,1.7999999999999998,42.6,23.7
100,4.8,0.4,26.1,1.7000000000000002,43.2,23.799999999999997
101,4.6,0.4,26.0,1.9,42.9,24.2
102,4.5,0.4,25.5,1.9,43.3,24.4
103,4.3,0.3,24.9,2.3,43.6,24.6
104,4.1000000000000005,0.4,24.3,2.1,44.1,25.0
105,4.0,0.4,24.099999999999998,2.0,44.4,25.1
106,3.9,0.4,24.2,1.9,44.7,24.9
107,3.8,0.3,24.099999999999998,1.7999999999999998,45.0,25.0
108,3.8,0.3,23.5,1.9,45.4,25.1
109,3.6999999999999997,0.2,23.400000000000002,1.7999999999999998,45.800000000000004,25.1
110,3.5999999999999996,0.2,23.599999999999998,1.5,45.7,25.4
111,3.5999999999999996,0.1,23.0,1.7999999999999998,45.800000000000004,25.7
112,3.5000000000000004,0.1,22.8,1.7999999999999998,46.1,25.7
113,3.3000000000000003,0.2,22.6,1.7000000000000002,46.300000000000004,25.900000000000002
114,3.1,0.1,22.8,1.5,46.6,25.900000000000002
115,3.0,0.0,22.5,1.7000000000000002,46.6,26.200000000000003
116,2.8000000000000003,0.0,22.1,1.9,46.7,26.5
117,2.7,0.0,21.6,2.0,47.099999999999994,26.6
118,2.6,0.1,21.2,1.7999999999999998,47.599999999999994,26.700000000000003
119,2.5,0.2,20.7,2.0,47.699999999999996,26.900000000000002
120,2.3,0.3,20.5,2.0,48.1,26.8
121,2.1999999999999997,0.3,20.599999999999998,1.7000000000000002,48.4,26.8
122,2.1999999999999997,0.2,20.3,1.6,49.0,26.700000000000003
123,2.1999999999999997,0.2,20.1,1.4000000000000001,49.0,27.1
124,2.1,0.3,20.0,1.4000000000000001,49.1,27.1
125,2.1,0.3,19.8,1.3,49.1,27.400000000000002
126,2.0,0.3,19.7,1.4000000000000001,49.0,27.6
127,2.0,0.3,18.7,1.7999999999999998,49.6,27.6
128,2.0,0.3,18.8,1.5,49.7,27.700000000000003
129,2.0,0.3,18.4,1.7000000000000002,49.8,27.800000000000004
130,2.0,0.2,18.3,1.9,49.9,27.700000000000003
131,1.9,0.2,18.0,2.0,50.1,27.800000000000004
132,1.9,0.2,17.8,1.7999999999999998,50.5,27.800000000000004
133,1.7999999999999998,0.2,17.7,1.7999999999999998,50.8,27.700000000000003
134,1.7999999999999998,0.2,17.5,2.0,50.8,27.700000000000003
135,1.7999999999999998,0.2,17.299999999999997,2.0,50.5,28.199999999999996
136,1.7000000000000002,0.3,17.2,1.7999999999999998,50.2,28.799999999999997
137,1.7000000000000002,0.2,16.7,2.1,50.2,29.099999999999998
138,1.7000000000000002,0.1,16.400000000000002,2.4,49.8,29.599999999999998
139,1.7000000000000002,0.1,16.1,2.3,49.8,30.0
140,1.4000000000000001,0.3,16.0,2.3,49.5,30.5
141,1.3,0.3,15.9,2.1,49.7,30.7
142,1.3,0.3,15.8,1.7999999999999998,49.9,30.9
143,1.2,0.4,15.7,1.7999999999999998,49.7,31.2
144,1.2,0.4,15.7,1.6,49.9,31.2
145,1.2,0.4,15.4,1.7000000000000002,50.1,31.2
146,1.2,0.4,15.1,1.6,50.1,31.6
147,1.2,0.4,15.2,1.4000000000000001,50.3,31.5
148,1.0999999999999999,0.3,15.299999999999999,1.4000000000000001,50.7,31.2
149,1.0,0.2,14.799999999999999,1.7000000000000002,50.3,32.0
150,1.0,0.2,14.299999999999999,1.6,50.7,32.2
151,1.0,0.1,14.299999999999999,1.4000000000000001,51.2,32.0
152,0.8999999999999999,0.1,14.399999999999999,1.2,51.2,32.2
153,0.8,0.2,14.299999999999999,1.2,51.0,32.5
154,0.8,0.2,13.900000000000002,1.0,51.5,32.6
155,0.8,0.1,14.000000000000002,0.7000000000000001,51.7,32.7
156,0.8,0.1,13.900000000000002,0.6,51.9,32.7
157,0.8,0.1,13.5,0.7000000000000001,52.1,32.800000000000004
158,0.8,0.1,13.4,0.4,52.5,32.800000000000004
159,0.8,0.1,13.3,0.5,52.800000000000004,32.5
160,0.8,0.1,13.100000000000001,0.6,52.400000000000006,33.0
161,0.8,0.1,12.9,0.7000000000000001,52.6,32.9
162,0.7000000000000001,0.1,12.6,0.8,52.800000000000004,33.0
163,0.7000000000000001,0.1,12.4,0.8999999999999999,52.7,33.2
164,0.7000000000000001,0.1,12.1,0.8999999999999999,52.900000000000006,33.300000000000004
165,0.7000000000000001,0.1,12.1,0.8,52.800000000000004,33.5
166,0.7000000000000001,0.1,11.700000000000001,0.7000000000000001,53.300000000000004,33.5
167,0.7000000000000001,0.1,11.3,0.7000000000000001,53.400000000000006,33.800000000000004
168,0.7000000000000001,0.1,11.1,0.6,53.5,34.0
169,0.7000000000000001,0.1,10.9,0.5,53.6,34.2
170,0.6,0.1,10.9,0.5,53.800000000000004,34.1
171,0.6,0.1,10.9,0.3,53.900000000000006,34.2
172,0.6,0.1,10.5,0.4,53.900000000000006,34.5
173,0.5,0.1,10.4,0.4,53.800000000000004,34.8
174,0.5,0.1,10.299999999999999,0.3,54.1,34.699999999999996
175,0.5,0.1,10.100000000000001,0.3,54.300000000000004,34.699999999999996
176,0.4,0.1,10.100000000000001,0.3,54.2,34.9
177,0.4,0.1,9.8,0.2,54.900000000000006,34.599999999999994
178,0.4,0.1,9.6,0.2,55.300000000000004,34.4
179,0.4,0.1,9.1,0.2,55.50000000000001,34.699999999999996
180,0.4,0.1,9.0,0.0,55.800000000000004,34.699999999999996
181,0.4,0.1,8.9,0.0,55.800000000000004,34.8
182,0.4,0.1,8.9,0.0,55.60000000000001,35.0
183,0.4,0.1,8.9,0.0,55.400000000000006,35.199999999999996
184,0.3,0.1,9.0,0.0,55.300000000000004,35.3
185,0.3,0.1,8.799999999999999,0.0,55.50000000000001,35.3
186,0.3,0.0,8.6,0.1,55.50000000000001,35.5
187,0.3,0.0,8.5,0.1,55.60000000000001,35.5
188,0.3,0.0,8.4,0.1,55.7,35.5
189,0.3,0.0,8.4,0.0,55.60000000000001,35.699999999999996
190,0.3,0.0,8.4,0.0,55.50000000000001,35.8
191,0.3,0.0,8.200000000000001,0.1,55.300000000000004,36.1
192,0.3,0.0,8.0,0.3,55.2,36.199999999999996
