,E_NS,E_S,H_NS,H_S,M_NS,M_S
27,28.999999999999996,3.5999999999999996,52.5,3.8,5.5,5.6000000000000005
28,28.1,3.9,51.9,4.1000000000000005,5.6000000000000005,6.4
29,27.200000000000003,3.4000000000000004,52.0,5.1,5.800000000000001,6.5
30,26.5,3.5000000000000004,52.7,4.3,6.3,6.7
31,25.3,3.8,53.5,4.2,6.4,6.800000000000001
32,24.4,3.5999999999999996,53.6,4.6,6.6000000000000005,7.199999999999999
33,23.599999999999998,3.9,53.800000000000004,4.5,6.7,7.5
34,22.6,3.8,54.400000000000006,4.0,7.1,8.1
35,22.0,3.3000000000000003,55.00000000000001,4.3,7.199999999999999,8.200000000000001
36,21.5,3.1,55.50000000000001,3.9,7.9,8.1
37,20.7,3.2,55.900000000000006,4.1000000000000005,8.0,8.1
38,20.1,3.1,56.49999999999999,3.8,8.1,8.4
39,19.400000000000002,3.0,56.599999999999994,3.9,8.5,8.6
40,18.8,2.6,56.699999999999996,4.5,8.7,8.7
41,17.5,2.7,57.49999999999999,4.1000000000000005,9.1,9.1
42,16.900000000000002,2.7,57.199999999999996,4.1000000000000005,9.4,9.700000000000001
43,16.2,2.7,57.199999999999996,4.3999999999999995,9.3,10.2
44,15.8,2.4,56.99999999999999,4.3999999999999995,9.700000000000001,10.7
45,15.7,2.4,56.3,4.3,10.100000000000001,11.200000000000001
46,15.299999999999999,2.6,56.39999999999999,4.0,10.2,11.5
47,14.399999999999999,2.4,56.89999999999999,4.3,10.299999999999999,11.700000000000001
48,14.099999999999998,2.5,56.99999999999999,4.1000000000000005,10.5,11.799999999999999
49,13.700000000000001,2.7,56.89999999999999,3.5000000000000004,10.8,12.4
50,13.3,2.6,57.099999999999994,3.5999999999999996,10.8,12.6
51,12.7,2.8000000000000003,56.699999999999996,3.6999999999999997,11.200000000000001,12.9
52,12.3,2.6,56.89999999999999,3.9,11.5,12.8
53,11.799999999999999,2.8000000000000003,56.8,3.6999999999999997,11.799999999999999,13.100000000000001
54,11.200000000000001,2.4,57.099999999999994,4.0,12.1,13.200000000000001
55,10.7,2.3,56.8,3.9,12.6,13.700000000000001
56,10.4,2.0,56.599999999999994,4.0,12.8,14.2
57,10.100000000000001,1.9,56.39999999999999,3.8,13.0,14.799999999999999
58,9.8,1.7000000000000002,56.39999999999999,3.8,13.4,14.899999999999999
59,9.6,1.7000000000000002,56.2,3.6999999999999997,13.700000000000001,15.1
60,9.2,1.5,56.00000000000001,3.6999999999999997,14.2,15.4
61,8.7,1.6,56.00000000000001,3.5000000000000004,14.399999999999999,15.8
62,8.4,1.5,55.400000000000006,3.5999999999999996,14.399999999999999,16.7
63,8.200000000000001,1.0999999999999999,55.50000000000001,3.9,14.2,17.1
64,7.6,1.2,55.800000000000004,3.9,14.099999999999998,17.4
65,7.5,1.0999999999999999,55.1,4.3999999999999995,14.2,17.7
66,7.3999999999999995,1.0999999999999999,54.2,4.6,14.299999999999999,18.4
67,7.3,0.8,54.2,4.7,14.399999999999999,18.6
68,7.199999999999999,0.7000000000000001,54.2,4.5,14.499999999999998,18.9
69,6.6000000000000005,1.0,53.5,4.5,14.899999999999999,19.5
70,6.3,1.0999999999999999,53.2,4.6,15.0,19.8
71,6.0,1.2,53.0,4.6,15.4,19.8
72,5.800000000000001,1.2,53.0,4.5,15.4,20.1
73,5.7,0.8,53.5,4.1000000000000005,15.6,20.3
74,5.7,0.7000000000000001,52.5,4.6,15.8,20.7
75,5.6000000000000005,0.6,52.900000000000006,4.1000000000000005,16.2,20.599999999999998
76,5.3,0.8999999999999999,52.6,3.8,16.6,20.8
77,5.1,1.0999999999999999,52.2,4.0,16.5,21.099999999999998
78,5.0,1.0999999999999999,51.5,4.5,16.3,21.6
79,4.3999999999999995,1.0999999999999999,51.6,4.6,16.7,21.6
80,4.3,0.6,52.0,4.1000000000000005,17.2,21.8
81,4.2,0.5,51.9,4.0,17.4,22.0
82,4.2,0.4,51.7,3.8,17.5,22.400000000000002
83,4.1000000000000005,0.3,51.9,3.5999999999999996,17.599999999999998,22.5
84,3.9,0.3,52.0,3.5000000000000004,17.7,22.6
85,3.6999999999999997,0.4,51.6,3.2,17.8,23.3
86,3.5000000000000004,0.5,51.4,3.2,18.0,23.400000000000002
87,3.5000000000000004,0.5,50.9,3.2,18.4,23.5
88,3.1,0.5,50.7,3.4000000000000004,18.9,23.400000000000002
89,3.1,0.4,50.3,3.5999999999999996,19.0,23.599999999999998
90,3.1,0.4,49.7,3.8,19.2,23.799999999999997
91,2.9000000000000004,0.5,48.6,3.9,19.7,24.4
92,2.8000000000000003,0.5,48.699999999999996,3.6999999999999997,19.6,24.7
93,2.7,0.4,48.4,3.5000000000000004,19.7,25.3
94,2.7,0.4,47.8,3.3000000000000003,20.0,25.8
95,2.6,0.4,47.199999999999996,3.3000000000000003,20.8,25.7
96,2.6,0.3,46.400000000000006,3.3000000000000003,21.099999999999998,26.3
97,2.5,0.2,46.2,3.3000000000000003,21.5,26.3
98,2.5,0.2,45.800000000000004,3.0,21.9,26.6
99,2.4,0.2,45.9,2.8000000000000003,22.0,26.700000000000003
100,2.4,0.2,45.5,2.7,22.1,27.1
101,2.4,0.2,45.0,3.0,22.2,27.200000000000003
102,2.3,0.2,44.2,3.2,22.5,27.6
103,2.1999999999999997,0.3,43.8,3.0,22.7,28.000000000000004
104,2.1999999999999997,0.2,43.8,2.6,23.200000000000003,28.000000000000004
105,2.1,0.2,43.7,2.7,23.1,28.199999999999996
106,2.0,0.2,43.1,3.1,23.200000000000003,28.4
107,2.0,0.2,42.4,3.2,23.400000000000002,28.799999999999997
108,2.0,0.2,41.6,3.4000000000000004,23.599999999999998,29.2
109,2.0,0.2,41.099999999999994,3.5999999999999996,23.9,29.2
110,2.0,0.2,40.699999999999996,3.5000000000000004,24.099999999999998,29.5
111,2.0,0.2,40.9,2.8000000000000003,24.4,29.7
112,2.0,0.2,40.6,2.6,24.7,29.9
113,2.0,0.2,40.2,2.7,25.0,29.9
114,1.9,0.0,39.6,3.1,24.9,30.5
115,1.7999999999999998,0.0,39.5,3.0,25.1,30.599999999999998
116,1.7999999999999998,0.0,39.4,2.7,25.2,30.9
117,1.6,0.1,39.2,2.9000000000000004,25.1,31.1
118,1.6,0.1,38.9,2.9000000000000004,24.9,31.6
119,1.6,0.1,38.800000000000004,2.9000000000000004,24.7,31.900000000000002
120,1.6,0.1,38.7,2.8000000000000003,24.8,32.0
121,1.6,0.0,38.3,2.7,25.5,31.900000000000002
122,1.5,0.1,37.7,2.9000000000000004,25.7,32.1
123,1.5,0.1,37.5,2.9000000000000004,26.1,31.900000000000002
124,1.5,0.1,37.4,2.5,26.700000000000003,31.8
125,1.5,0.0,37.3,2.5,26.700000000000003,32.0
126,1.5,0.0,37.2,2.3,26.8,32.2
127,1.5,0.0,36.6,2.6,26.700000000000003,32.6
128,1.5,0.0,36.3,2.9000000000000004,27.0,32.300000000000004
129,1.5,0.0,36.1,2.9000000000000004,27.1,32.4
130,1.5,0.0,35.8,3.0,27.1,32.6
131,1.5,0.0,35.9,2.5,27.3,32.800000000000004
132,1.5,0.0,35.6,2.4,27.400000000000002,33.1
133,1.5,0.0,35.199999999999996,2.3,27.900000000000002,33.1
134,1.4000000000000001,0.0,35.199999999999996,2.3,28.199999999999996,32.9
135,1.4000000000000001,0.0,35.099999999999994,1.9,28.599999999999998,33.0
136,1.4000000000000001,0.0,34.8,1.9,28.7,33.2
137,1.3,0.0,34.8,1.7999999999999998,28.599999999999998,33.5
138,1.3,0.0,34.699999999999996,1.7999999999999998,28.599999999999998,33.6
139,1.3,0.0,34.2,2.0,28.4,34.1
140,1.3,0.0,34.1,1.6,28.9,34.1
141,1.2,0.0,33.900000000000006,1.6,29.299999999999997,34.0
142,1.2,0.0,34.0,1.4000000000000001,29.5,33.900000000000006
143,1.2,0.0,34.0,1.4000000000000001,29.5,33.900000000000006
144,1.2,0.0,33.800000000000004,1.4000000000000001,29.5,34.1
145,1.0999999999999999,0.1,32.800000000000004,1.7999999999999998,29.799999999999997,34.4
146,1.0,0.1,32.9,1.6,30.0,34.4
147,0.8999999999999999,0.1,32.800000000000004,1.5,30.2,34.5
148,0.8999999999999999,0.1,32.6,1.4000000000000001,30.2,34.8
149,0.8,0.1,32.300000000000004,1.7000000000000002,30.099999999999998,35.0
150,0.8,0.1,32.1,1.6,30.3,35.099999999999994
151,0.8,0.1,32.0,1.3,31.1,34.699999999999996
152,0.7000000000000001,0.2,31.8,1.2,31.4,34.699999999999996
153,0.7000000000000001,0.0,31.5,1.5,31.3,35.0
154,0.7000000000000001,0.0,31.4,1.3,31.3,35.3
155,0.7000000000000001,0.0,31.2,1.3,31.4,35.4
156,0.7000000000000001,0.0,31.2,1.2,31.7,35.199999999999996
157,0.5,0.0,31.3,1.2,31.8,35.199999999999996
158,0.5,0.0,31.3,1.2,31.5,35.5
159,0.5,0.0,31.2,1.2,31.900000000000002,35.199999999999996
160,0.4,0.0,31.1,1.3,32.1,35.099999999999994
161,0.4,0.0,30.9,1.3,32.1,35.3
162,0.4,0.0,30.3,1.6,32.300000000000004,35.4
163,0.2,0.0,30.099999999999998,1.9,32.300000000000004,35.5
164,0.2,0.0,29.7,1.7999999999999998,32.7,35.6
165,0.2,0.0,29.4,1.7000000000000002,32.7,36.0
166,0.2,0.0,28.799999999999997,1.9,33.2,35.9
167,0.2,0.0,28.499999999999996,2.0,33.1,36.199999999999996
168,0.2,0.0,28.499999999999996,1.7999999999999998,33.2,36.3
169,0.2,0.0,28.4,1.6,33.4,36.4
170,0.2,0.0,28.299999999999997,1.6,33.4,36.5
171,0.2,0.0,28.1,1.6,33.2,36.9
172,0.2,0.0,28.1,1.6,33.4,36.7
173,0.1,0.0,28.4,1.2,33.300000000000004,37.0
174,0.1,0.0,28.199999999999996,1.3,33.4,37.0
175,0.1,0.0,27.900000000000002,1.4000000000000001,33.800000000000004,36.8
176,0.1,0.0,27.500000000000004,1.7000000000000002,33.7,37.0
177,0.1,0.0,27.3,1.5,34.1,37.0
178,0.1,0.0,27.3,1.4000000000000001,33.900000000000006,37.3
179,0.1,0.0,27.200000000000003,1.4000000000000001,34.2,37.1
180,0.1,0.0,27.0,1.5,34.0,37.4
181,0.1,0.0,27.1,1.3,34.4,37.1
182,0.1,0.0,27.0,1.4000000000000001,34.2,37.3
183,0.1,0.0,26.900000000000002,1.3,34.2,37.5
184,0.1,0.0,26.8,1.3,34.2,37.6
185,0.0,0.1,26.700000000000003,1.2,34.5,37.5
186,0.0,0.1,26.700000000000003,0.8999999999999999,35.099999999999994,37.2
187,0.0,0.1,26.8,0.8,34.8,37.5
188,0.0,0.1,26.6,0.8999999999999999,34.699999999999996,37.7
189,0.0,0.0,26.700000000000003,0.8999999999999999,34.9,37.5
190,0.0,0.0,26.5,1.0,35.099999999999994,37.4
191,0.0,0.0,26.3,1.0,35.199999999999996,37.5
192,0.0,0.0,26.0,1.0,35.6,37.4
